sku,design_no,stock,category,size,color,sku_missing,stock_status,sku_duplicate,sku_quality
J0304-TP-XXXL,J0304,2,Top,XXXL,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-L,J0305,1,Dress,L,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-M,J0305,2,Dress,M,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-S,J0305,3,Dress,S,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-XL,J0305,2,Dress,XL,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-XS,J0305,2,Dress,XS,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-XXL,J0305,3,Dress,XXL,Yellow,False,Low Stock,False,Valid SKU
J0305-DR-XXXL,J0305,0,Dress,XXXL,Yellow,False,Out of Stock,False,Valid SKU
J0306-DR-L,J0306,3,Dress,L,Red,False,Low Stock,False,Valid SKU
J0306-DR-M,J0306,5,Dress,M,Red,False,Low Stock,False,Valid SKU
J0306-DR-S,J0306,15,Dress,S,Red,False,In Stock,False,Valid SKU
J0306-DR-XL,J0306,5,Dress,XL,Red,False,Low Stock,False,Valid SKU
J0306-DR-XS,J0306,22,Dress,XS,Red,False,In Stock,False,Valid SKU
J0306-DR-XXL,J0306,4,Dress,XXL,Red,False,Low Stock,False,Valid SKU
J0306-DR-XXXL,J0306,7,Dress,XXXL,Red,False,In Stock,False,Valid SKU
J0307-TP-L,J0307,5,Top,L,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-M,J0307,1,Top,M,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-S,J0307,4,Top,S,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-XL,J0307,3,Top,XL,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-XS,J0307,2,Top,XS,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-XXL,J0307,2,Top,XXL,Multicolor,False,Low Stock,False,Valid SKU
J0307-TP-XXXL,J0307,8,Top,XXXL,Multicolor,False,In Stock,False,Valid SKU
J0308-DR-L,J0308,2,Dress,L,Multicolor,False,Low Stock,False,Valid SKU
J0308-DR-M,J0308,4,Dress,M,Multicolor,False,Low Stock,False,Valid SKU
J0308-DR-S,J0308,3,Dress,S,Multicolor,False,Low Stock,False,Valid SKU
J0308-DR-XL,J0308,2,Dress,XL,Multicolor,False,Low Stock,False,Valid SKU
J0308-DR-XS,J0308,35,Dress,XS,Multicolor,False,In Stock,False,Valid SKU
J0308-DR-XXL,J0308,2,Dress,XXL,Multicolor,False,Low Stock,False,Valid SKU
J0308-DR-XXXL,J0308,2,Dress,XXXL,Multicolor,False,Low Stock,False,Valid SKU
J0310-TP-L,J0310,2,Top,L,Multicolor,False,Low Stock,False,Valid SKU
J0310-TP-M,J0310,4,Top,M,Multicolor,False,Low Stock,False,Valid SKU
J0310-TP-S,J0310,14,Top,S,Multicolor,False,In Stock,False,Valid SKU
J0310-TP-XL,J0310,3,Top,XL,Multicolor,False,Low Stock,False,Valid SKU
J0310-TP-XS,J0310,21,Top,XS,Multicolor,False,In Stock,False,Valid SKU
J0310-TP-XXL,J0310,4,Top,XXL,Multicolor,False,Low Stock,False,Valid SKU
J0310-TP-XXXL,J0310,3,Top,XXXL,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-L,J0312,4,Kurta,L,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-M,J0312,2,Kurta,M,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-S,J0312,3,Kurta,S,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-XL,J0312,2,Kurta,XL,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-XXL,J0312,2,Kurta,XXL,Multicolor,False,Low Stock,False,Valid SKU
J0312-KR-XXXL,J0312,2,Kurta,XXXL,Multicolor,False,Low Stock,False,Valid SKU
J0314-KR-L,J0314,5,Kurta,L,Multicolor,False,Low Stock,False,Valid SKU
J0314-KR-M,J0314,3,Kurta,M,Multicolor,False,Low Stock,False,Valid SKU
J0314-KR-S,J0314,3,Kurta,S,Multicolor,False,Low Stock,False,Valid SKU
J0314-KR-XL,J0314,4,Kurta,XL,Multicolor,False,Low Stock,False,Valid SKU
J0314-KR-XXL,J0314,3,Kurta,XXL,Multicolor,False,Low Stock,False,Valid SKU
J0315-KR-L,J0315,2,Kurta,L,Grey,False,Low Stock,False,Valid SKU
J0315-KR-M,J0315,2,Kurta,M,Grey,False,Low Stock,False,Valid SKU
J0315-KR-S,J0315,1,Kurta,S,Grey,False,Low Stock,False,Valid SKU
J0315-KR-XL,J0315,3,Kurta,XL,Grey,False,Low Stock,False,Valid SKU
J0315-KR-XXL,J0315,6,Kurta,XXL,Grey,False,In Stock,False,Valid SKU
J0317-KR-L,J0317,2,Kurta,L,Red,False,Low Stock,False,Valid SKU
J0317-KR-M,J0317,2,Kurta,M,Red,False,Low Stock,False,Valid SKU
J0317-KR-S,J0317,3,Kurta,S,Red,False,Low Stock,False,Valid SKU
J0317-KR-XL,J0317,6,Kurta,XL,Red,False,In Stock,False,Valid SKU
J0317-KR-XXL,J0317,3,Kurta,XXL,Red,False,Low Stock,False,Valid SKU
J0317-KR-XXXL,J0317,1,Kurta,XXXL,Red,False,Low Stock,False,Valid SKU
J0318-KR-L,J0318,1,Kurta,L,Black,False,Low Stock,False,Valid SKU
J0318-KR-M,J0318,0,Kurta,M,Black,False,Out of Stock,False,Valid SKU
J0318-KR-S,J0318,1,Kurta,S,Black,False,Low Stock,False,Valid SKU
J0318-KR-XL,J0318,1,Kurta,XL,Black,False,Low Stock,False,Valid SKU
J0318-KR-XXL,J0318,2,Kurta,XXL,Black,False,Low Stock,False,Valid SKU
J0318-KR-XXXL,J0318,1,Kurta,XXXL,Black,False,Low Stock,False,Valid SKU
J0319-KR-L,J0319,3,Kurta,L,Yellow,False,Low Stock,False,Valid SKU
J0319-KR-M,J0319,2,Kurta,M,Yellow,False,Low Stock,False,Valid SKU
J0319-KR-S,J0319,2,Kurta,S,Yellow,False,Low Stock,False,Valid SKU
J0319-KR-XL,J0319,2,Kurta,XL,Yellow,False,Low Stock,False,Valid SKU
J0319-KR-XXL,J0319,3,Kurta,XXL,Yellow,False,Low Stock,False,Valid SKU
J0320-KR-L,J0320,4,Kurta,L,Black,False,Low Stock,False,Valid SKU
J0320-KR-M,J0320,2,Kurta,M,Black,False,Low Stock,False,Valid SKU
J0320-KR-S,J0320,2,Kurta,S,Black,False,Low Stock,False,Valid SKU
J0320-KR-XL,J0320,1,Kurta,XL,Black,False,Low Stock,False,Valid SKU
J0320-KR-XXL,J0320,2,Kurta,XXL,Black,False,Low Stock,False,Valid SKU
J0321-KR-L,J0321,2,Kurta,L,Grey,False,Low Stock,False,Valid SKU
J0321-KR-M,J0321,2,Kurta,M,Grey,False,Low Stock,False,Valid SKU
J0321-KR-S,J0321,2,Kurta,S,Grey,False,Low Stock,False,Valid SKU
J0321-KR-XL,J0321,1,Kurta,XL,Grey,False,Low Stock,False,Valid SKU
J0321-KR-XXL,J0321,2,Kurta,XXL,Grey,False,Low Stock,False,Valid SKU
J0321-KR-XXXL,J0321,1,Kurta,XXXL,Grey,False,Low Stock,False,Valid SKU
J0322-KR-L,J0322,2,Kurta,L,Black,False,Low Stock,False,Valid SKU
J0322-KR-M,J0322,2,Kurta,M,Black,False,Low Stock,False,Valid SKU
J0322-KR-S,J0322,2,Kurta,S,Black,False,Low Stock,False,Valid SKU
J0322-KR-XL,J0322,0,Kurta,XL,Black,False,Out of Stock,False,Valid SKU
J0322-KR-XXL,J0322,4,Kurta,XXL,Black,False,Low Stock,False,Valid SKU
J0323-CD-L,J0323,2,Cardigan,L,Cream,False,Low Stock,False,Valid SKU
J0323-CD-M,J0323,5,Cardigan,M,Cream,False,Low Stock,False,Valid SKU
J0323-CD-S,J0323,4,Cardigan,S,Cream,False,Low Stock,False,Valid SKU
J0323-CD-XL,J0323,3,Cardigan,XL,Cream,False,Low Stock,False,Valid SKU
J0323-CD-XXL,J0323,2,Cardigan,XXL,Cream,False,Low Stock,False,Valid SKU
J0324-CD-L,J0324,4,Cardigan,L,Blue,False,Low Stock,False,Valid SKU
J0324-CD-M,J0324,2,Cardigan,M,Blue,False,Low Stock,False,Valid SKU
J0324-CD-S,J0324,3,Cardigan,S,Blue,False,Low Stock,False,Valid SKU
J0324-CD-XL,J0324,2,Cardigan,XL,Blue,False,Low Stock,False,Valid SKU
J0324-CD-XXL,J0324,2,Cardigan,XXL,Blue,False,Low Stock,False,Valid SKU
J0324-CD-XXXL,J0324,1,Cardigan,XXXL,Blue,False,Low Stock,False,Valid SKU
J0328-KR-L,J0328,0,Kurta,L,White,False,Out of Stock,False,Valid SKU
J0328-KR-M,J0328,0,Kurta,M,White,False,Out of Stock,False,Valid SKU
J0328-KR-S,J0328,0,Kurta,S,White,False,Out of Stock,False,Valid SKU
J0328-KR-XL,J0328,0,Kurta,XL,White,False,Out of Stock,False,Valid SKU
J0328-KR-XS,J0328,1,Kurta,XS,White,False,Low Stock,False,Valid SKU
J0328-KR-XXL,J0328,0,Kurta,XXL,White,False,Out of Stock,False,Valid SKU
J0328-KR-XXXL,J0328,0,Kurta,XXXL,White,False,Out of Stock,False,Valid SKU
J0329-KR-L,J0329,0,Kurta,L,Yellow,False,Out of Stock,False,Valid SKU
J0329-KR-M,J0329,0,Kurta,M,Yellow,False,Out of Stock,False,Valid SKU
J0329-KR-S,J0329,2,Kurta,S,Yellow,False,Low Stock,False,Valid SKU
J0329-KR-XL,J0329,26,Kurta,XL,Yellow,False,In Stock,False,Valid SKU
J0329-KR-XS,J0329,24,Kurta,XS,Yellow,False,In Stock,False,Valid SKU
J0329-KR-XXL,J0329,6,Kurta,XXL,Yellow,False,In Stock,False,Valid SKU
J0329-KR-XXXL,J0329,7,Kurta,XXXL,Yellow,False,In Stock,False,Valid SKU
J0330-KR-L,J0330,6,Kurta,L,Blue,False,In Stock,False,Valid SKU
J0330-KR-M,J0330,8,Kurta,M,Blue,False,In Stock,False,Valid SKU
J0330-KR-S,J0330,6,Kurta,S,Blue,False,In Stock,False,Valid SKU
J0330-KR-XL,J0330,3,Kurta,XL,Blue,False,Low Stock,False,Valid SKU
J0330-KR-XS,J0330,5,Kurta,XS,Blue,False,Low Stock,False,Valid SKU
J0330-KR-XXL,J0330,24,Kurta,XXL,Blue,False,In Stock,False,Valid SKU
J0330-KR-XXXL,J0330,23,Kurta,XXXL,Blue,False,In Stock,False,Valid SKU
J0331-KR-L,J0331,57,Kurta,L,Purple,False,In Stock,False,Valid SKU
J0331-KR-M,J0331,64,Kurta,M,Purple,False,In Stock,False,Valid SKU
J0331-KR-S,J0331,50,Kurta,S,Purple,False,In Stock,False,Valid SKU
J0331-KR-XL,J0331,51,Kurta,XL,Purple,False,In Stock,False,Valid SKU
J0331-KR-XS,J0331,52,Kurta,XS,Purple,False,In Stock,False,Valid SKU
J0331-KR-XXL,J0331,60,Kurta,XXL,Purple,False,In Stock,False,Valid SKU
J0331-KR-XXXL,J0331,27,Kurta,XXXL,Purple,False,In Stock,False,Valid SKU
J0332-DR-L,J0332,0,Dress,L,Pink,False,Out of Stock,False,Valid SKU
J0332-DR-M,J0332,3,Dress,M,Pink,False,Low Stock,False,Valid SKU
J0332-DR-S,J0332,2,Dress,S,Pink,False,Low Stock,False,Valid SKU
J0332-DR-XL,J0332,3,Dress,XL,Pink,False,Low Stock,False,Valid SKU
J0332-DR-XS,J0332,1,Dress,XS,Pink,False,Low Stock,False,Valid SKU
J0332-DR-XXL,J0332,4,Dress,XXL,Pink,False,Low Stock,False,Valid SKU
J0332-DR-XXXL,J0332,2,Dress,XXXL,Pink,False,Low Stock,False,Valid SKU
J0333-DR-L,J0333,28,Dress,L,Blue,False,In Stock,False,Valid SKU
J0333-DR-M,J0333,29,Dress,M,Blue,False,In Stock,False,Valid SKU
J0333-DR-S,J0333,5,Dress,S,Blue,False,Low Stock,False,Valid SKU
J0333-DR-XL,J0333,78,Dress,XL,Blue,False,In Stock,False,Valid SKU
J0333-DR-XS,J0333,42,Dress,XS,Blue,False,In Stock,False,Valid SKU
J0333-DR-XXL,J0333,65,Dress,XXL,Blue,False,In Stock,False,Valid SKU
J0333-DR-XXXL,J0333,36,Dress,XXXL,Blue,False,In Stock,False,Valid SKU
J0334-TP-L,J0334,22,Top,L,Orange,False,In Stock,False,Valid SKU
J0334-TP-M,J0334,22,Top,M,Orange,False,In Stock,False,Valid SKU
J0334-TP-S,J0334,5,Top,S,Orange,False,Low Stock,False,Valid SKU
J0334-TP-XL,J0334,2,Top,XL,Orange,False,Low Stock,False,Valid SKU
J0334-TP-XS,J0334,44,Top,XS,Orange,False,In Stock,False,Valid SKU
J0334-TP-XXL,J0334,15,Top,XXL,Orange,False,In Stock,False,Valid SKU
J0334-TP-XXXL,J0334,42,Top,XXXL,Orange,False,In Stock,False,Valid SKU
J0335-DR-L,J0335,11,Dress,L,Orange,False,In Stock,False,Valid SKU
J0335-DR-M,J0335,13,Dress,M,Orange,False,In Stock,False,Valid SKU
J0335-DR-S,J0335,28,Dress,S,Orange,False,In Stock,False,Valid SKU
J0335-DR-XL,J0335,13,Dress,XL,Orange,False,In Stock,False,Valid SKU
J0335-DR-XS,J0335,122,Dress,XS,Orange,False,In Stock,False,Valid SKU
J0335-DR-XXL,J0335,3,Dress,XXL,Orange,False,Low Stock,False,Valid SKU
J0335-DR-XXXL,J0335,6,Dress,XXXL,Orange,False,In Stock,False,Valid SKU
J0336-TP-L,J0336,26,Top,L,Blue,False,In Stock,False,Valid SKU
J0336-TP-M,J0336,41,Top,M,Blue,False,In Stock,False,Valid SKU
J0336-TP-S,J0336,54,Top,S,Blue,False,In Stock,False,Valid SKU
J0336-TP-XL,J0336,50,Top,XL,Blue,False,In Stock,False,Valid SKU
J0336-TP-XS,J0336,27,Top,XS,Blue,False,In Stock,False,Valid SKU
J0336-TP-XXL,J0336,63,Top,XXL,Blue,False,In Stock,False,Valid SKU
J0336-TP-XXXL,J0336,48,Top,XXXL,Blue,False,In Stock,False,Valid SKU
J0337-TP-L,J0337,60,Top,L,Mustard,False,In Stock,False,Valid SKU
J0337-TP-M,J0337,69,Top,M,Mustard,False,In Stock,False,Valid SKU
J0337-TP-S,J0337,58,Top,S,Mustard,False,In Stock,False,Valid SKU
J0337-TP-XL,J0337,75,Top,XL,Mustard,False,In Stock,False,Valid SKU
J0337-TP-XS,J0337,21,Top,XS,Mustard,False,In Stock,False,Valid SKU
J0337-TP-XXL,J0337,46,Top,XXL,Mustard,False,In Stock,False,Valid SKU
J0337-TP-XXXL,J0337,15,Top,XXXL,Mustard,False,In Stock,False,Valid SKU
J0338-DR-L,J0338,145,Dress,L,Mustard,False,In Stock,False,Valid SKU
J0338-DR-M,J0338,224,Dress,M,Mustard,False,In Stock,False,Valid SKU
J0338-DR-S,J0338,245,Dress,S,Mustard,False,In Stock,False,Valid SKU
J0338-DR-XL,J0338,116,Dress,XL,Mustard,False,In Stock,False,Valid SKU
J0338-DR-XS,J0338,146,Dress,XS,Mustard,False,In Stock,False,Valid SKU
J0338-DR-XXL,J0338,37,Dress,XXL,Mustard,False,In Stock,False,Valid SKU
J0338-DR-XXXL,J0338,52,Dress,XXXL,Mustard,False,In Stock,False,Valid SKU
J0339-DR-L,J0339,5,Dress,L,Green,False,Low Stock,False,Valid SKU
J0339-DR-M,J0339,12,Dress,M,Green,False,In Stock,False,Valid SKU
J0339-DR-S,J0339,100,Dress,S,Green,False,In Stock,False,Valid SKU
J0339-DR-XL,J0339,17,Dress,XL,Green,False,In Stock,False,Valid SKU
J0339-DR-XS,J0339,46,Dress,XS,Green,False,In Stock,False,Valid SKU
J0339-DR-XXL,J0339,20,Dress,XXL,Green,False,In Stock,False,Valid SKU
J0339-DR-XXXL,J0339,10,Dress,XXXL,Green,False,In Stock,False,Valid SKU
J0340-TP-L,J0340,86,Top,L,Green,False,In Stock,False,Valid SKU
J0340-TP-M,J0340,40,Top,M,Green,False,In Stock,False,Valid SKU
J0340-TP-S,J0340,12,Top,S,Green,False,In Stock,False,Valid SKU
J0340-TP-XL,J0340,21,Top,XL,Green,False,In Stock,False,Valid SKU
J0340-TP-XS,J0340,49,Top,XS,Green,False,In Stock,False,Valid SKU
J0340-TP-XXL,J0340,24,Top,XXL,Green,False,In Stock,False,Valid SKU
J0340-TP-XXXL,J0340,18,Top,XXXL,Green,False,In Stock,False,Valid SKU
J0341-DR-L,J0341,193,Dress,L,Blue,False,In Stock,False,Valid SKU
J0341-DR-M,J0341,198,Dress,M,Blue,False,In Stock,False,Valid SKU
J0341-DR-S,J0341,441,Dress,S,Blue,False,In Stock,False,Valid SKU
J0341-DR-XL,J0341,31,Dress,XL,Blue,False,In Stock,False,Valid SKU
J0341-DR-XS,J0341,77,Dress,XS,Blue,False,In Stock,False,Valid SKU
J0341-DR-XXL,J0341,166,Dress,XXL,Blue,False,In Stock,False,Valid SKU
J0341-DR-XXXL,J0341,329,Dress,XXXL,Blue,False,In Stock,False,Valid SKU
,J0342,0,Top,Free,Blue,True,Out of Stock,False,Missing / Invalid SKU
J0342-TP-L,J0342,70,Top,L,Blue,False,In Stock,False,Valid SKU
J0342-TP-M,J0342,182,Top,M,Blue,False,In Stock,False,Valid SKU
J0342-TP-S,J0342,151,Top,S,Blue,False,In Stock,False,Valid SKU
J0342-TP-XL,J0342,92,Top,XL,Blue,False,In Stock,False,Valid SKU
J0342-TP-XS,J0342,116,Top,XS,Blue,False,In Stock,False,Valid SKU
J0342-TP-XXL,J0342,61,Top,XXL,Blue,False,In Stock,False,Valid SKU
J0342-TP-XXXL,J0342,49,Top,XXXL,Blue,False,In Stock,False,Valid SKU
J0343-DR-L,J0343,83,Dress,L,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-M,J0343,153,Dress,M,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-S,J0343,108,Dress,S,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-XL,J0343,74,Dress,XL,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-XS,J0343,131,Dress,XS,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-XXL,J0343,49,Dress,XXL,Navy Blue,False,In Stock,False,Valid SKU
J0343-DR-XXXL,J0343,7,Dress,XXXL,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-L,J0344,234,Top,L,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-M,J0344,154,Top,M,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-S,J0344,139,Top,S,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-XL,J0344,145,Top,XL,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-XS,J0344,131,Top,XS,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-XXL,J0344,177,Top,XXL,Navy Blue,False,In Stock,False,Valid SKU
J0344-TP-XXXL,J0344,157,Top,XXXL,Navy Blue,False,In Stock,False,Valid SKU
J0345-SET-L,J0345,4,Set,L,Cream,False,Low Stock,False,Valid SKU
J0345-SET-M,J0345,1,Set,M,Cream,False,Low Stock,False,Valid SKU
J0345-SET-S,J0345,2,Set,S,Cream,False,Low Stock,False,Valid SKU
J0345-SET-XL,J0345,8,Set,XL,Cream,False,In Stock,False,Valid SKU
J0345-SET-XS,J0345,0,Set,XS,Cream,False,Out of Stock,False,Valid SKU
J0345-SET-XXL,J0345,25,Set,XXL,Cream,False,In Stock,False,Valid SKU
J0345-SET-XXXL,J0345,32,Set,XXXL,Cream,False,In Stock,False,Valid SKU
J0346-SET-L,J0346,6,Set,L,Cream,False,In Stock,False,Valid SKU
J0346-SET-M,J0346,2,Set,M,Cream,False,Low Stock,False,Valid SKU
J0346-SET-S,J0346,2,Set,S,Cream,False,Low Stock,False,Valid SKU
J0346-SET-XL,J0346,5,Set,XL,Cream,False,Low Stock,False,Valid SKU
J0346-SET-XS,J0346,3,Set,XS,Cream,False,Low Stock,False,Valid SKU
J0346-SET-XXL,J0346,28,Set,XXL,Cream,False,In Stock,False,Valid SKU
J0346-SET-XXXL,J0346,29,Set,XXXL,Cream,False,In Stock,False,Valid SKU
J0347-SET-L,J0347,1,Set,L,Black,False,Low Stock,False,Valid SKU
J0347-SET-M,J0347,1,Set,M,Black,False,Low Stock,False,Valid SKU
J0347-SET-S,J0347,2,Set,S,Black,False,Low Stock,False,Valid SKU
J0347-SET-XL,J0347,6,Set,XL,Black,False,In Stock,False,Valid SKU
J0347-SET-XS,J0347,3,Set,XS,Black,False,Low Stock,False,Valid SKU
J0347-SET-XXL,J0347,11,Set,XXL,Black,False,In Stock,False,Valid SKU
J0347-SET-XXXL,J0347,26,Set,XXXL,Black,False,In Stock,False,Valid SKU
J0348-SET-L,J0348,7,Set,L,Mustard,False,In Stock,False,Valid SKU
J0348-SET-M,J0348,4,Set,M,Mustard,False,Low Stock,False,Valid SKU
J0348-SET-S,J0348,4,Set,S,Mustard,False,Low Stock,False,Valid SKU
J0348-SET-XL,J0348,28,Set,XL,Mustard,False,In Stock,False,Valid SKU
J0348-SET-XS,J0348,4,Set,XS,Mustard,False,Low Stock,False,Valid SKU
J0348-SET-XXL,J0348,45,Set,XXL,Mustard,False,In Stock,False,Valid SKU
J0348-SET-XXXL,J0348,34,Set,XXXL,Mustard,False,In Stock,False,Valid SKU
J0349-SET-L,J0349,111,Crop Top With Palazzo,L,Cream,False,In Stock,False,Valid SKU
J0349-SET-M,J0349,232,Crop Top With Palazzo,M,Cream,False,In Stock,False,Valid SKU
J0349-SET-S,J0349,95,Crop Top With Palazzo,S,Cream,False,In Stock,False,Valid SKU
J0349-SET-XL,J0349,64,Crop Top With Palazzo,XL,Cream,False,In Stock,False,Valid SKU
J0349-SET-XS,J0349,77,Crop Top With Palazzo,XS,Cream,False,In Stock,False,Valid SKU
J0349-SET-XXL,J0349,11,Crop Top With Palazzo,XXL,Cream,False,In Stock,False,Valid SKU
J0349-SET-XXXL,J0349,27,Crop Top With Palazzo,XXXL,Cream,False,In Stock,False,Valid SKU
J0350-SET-L,J0350,2,Set,L,Cream,False,Low Stock,False,Valid SKU
J0350-SET-M,J0350,2,Set,M,Cream,False,Low Stock,False,Valid SKU
J0350-SET-S,J0350,2,Set,S,Cream,False,Low Stock,False,Valid SKU
J0350-SET-XL,J0350,3,Set,XL,Cream,False,Low Stock,False,Valid SKU
J0350-SET-XS,J0350,1,Set,XS,Cream,False,Low Stock,False,Valid SKU
J0350-SET-XXL,J0350,15,Set,XXL,Cream,False,In Stock,False,Valid SKU
J0350-SET-XXXL,J0350,10,Set,XXXL,Cream,False,In Stock,False,Valid SKU
J0351-SET-L,J0351,24,Set,L,Cream,False,In Stock,False,Valid SKU
J0351-SET-M,J0351,99,Set,M,Cream,False,In Stock,False,Valid SKU
J0351-SET-S,J0351,30,Set,S,Cream,False,In Stock,False,Valid SKU
J0351-SET-XL,J0351,13,Set,XL,Cream,False,In Stock,False,Valid SKU
J0351-SET-XS,J0351,20,Set,XS,Cream,False,In Stock,False,Valid SKU
J0351-SET-XXL,J0351,23,Set,XXL,Cream,False,In Stock,False,Valid SKU
J0351-SET-XXXL,J0351,18,Set,XXXL,Cream,False,In Stock,False,Valid SKU
J0352-KR-L,J0352,22,Kurta,L,Green,False,In Stock,False,Valid SKU
J0352-KR-M,J0352,54,Kurta,M,Green,False,In Stock,False,Valid SKU
J0352-KR-S,J0352,30,Kurta,S,Green,False,In Stock,False,Valid SKU
J0352-KR-XL,J0352,15,Kurta,XL,Green,False,In Stock,False,Valid SKU
J0352-KR-XXL,J0352,26,Kurta,XXL,Green,False,In Stock,False,Valid SKU
J0353-KR-L,J0353,85,Kurta,L,Peach,False,In Stock,False,Valid SKU
J0353-KR-M,J0353,91,Kurta,M,Peach,False,In Stock,False,Valid SKU
J0353-KR-S,J0353,129,Kurta,S,Peach,False,In Stock,False,Valid SKU
J0353-KR-XL,J0353,35,Kurta,XL,Peach,False,In Stock,False,Valid SKU
J0353-KR-XXL,J0353,9,Kurta,XXL,Peach,False,In Stock,False,Valid SKU
J0354-KR-L,J0354,66,Kurta,L,Pink,False,In Stock,False,Valid SKU
J0354-KR-M,J0354,77,Kurta,M,Pink,False,In Stock,False,Valid SKU
J0354-KR-S,J0354,37,Kurta,S,Pink,False,In Stock,False,Valid SKU
J0354-KR-XL,J0354,81,Kurta,XL,Pink,False,In Stock,False,Valid SKU
J0354-KR-XXL,J0354,26,Kurta,XXL,Pink,False,In Stock,False,Valid SKU
J0354-KR-XXXL,J0354,1,Kurta,XXXL,Pink,False,Low Stock,False,Valid SKU
J0355-KR-L,J0355,26,Kurta,L,Blue,False,In Stock,False,Valid SKU
J0355-KR-M,J0355,33,Kurta,M,Blue,False,In Stock,False,Valid SKU
J0355-KR-S,J0355,33,Kurta,S,Blue,False,In Stock,False,Valid SKU
J0355-KR-XL,J0355,30,Kurta,XL,Blue,False,In Stock,False,Valid SKU
J0355-KR-XXL,J0355,6,Kurta,XXL,Blue,False,In Stock,False,Valid SKU
J0369-SKD-L,J0369,3,Kurta Set,L,Grey,False,Low Stock,False,Valid SKU
J0369-SKD-M,J0369,5,Kurta Set,M,Grey,False,Low Stock,False,Valid SKU
J0369-SKD-S,J0369,7,Kurta Set,S,Grey,False,In Stock,False,Valid SKU
J0369-SKD-XL,J0369,2,Kurta Set,XL,Grey,False,Low Stock,False,Valid SKU
J0369-SKD-XS,J0369,37,Kurta Set,XS,Grey,False,In Stock,False,Valid SKU
J0369-SKD-XXL,J0369,33,Kurta Set,XXL,Grey,False,In Stock,False,Valid SKU
J0369-SKD-XXXL,J0369,23,Kurta Set,XXXL,Grey,False,In Stock,False,Valid SKU
J0370-SKD-L,J0370,32,Kurta Set,L,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-M,J0370,45,Kurta Set,M,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-S,J0370,37,Kurta Set,S,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-XL,J0370,32,Kurta Set,XL,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-XS,J0370,46,Kurta Set,XS,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-XXL,J0370,55,Kurta Set,XXL,Maroon,False,In Stock,False,Valid SKU
J0370-SKD-XXXL,J0370,35,Kurta Set,XXXL,Maroon,False,In Stock,False,Valid SKU
J0371-SKD-L,J0371,3,Kurta Set,L,Teal,False,Low Stock,False,Valid SKU
J0371-SKD-M,J0371,2,Kurta Set,M,Teal,False,Low Stock,False,Valid SKU
J0371-SKD-S,J0371,2,Kurta Set,S,Teal,False,Low Stock,False,Valid SKU
J0371-SKD-XL,J0371,3,Kurta Set,XL,Teal,False,Low Stock,False,Valid SKU
J0371-SKD-XS,J0371,6,Kurta Set,XS,Teal,False,In Stock,False,Valid SKU
J0371-SKD-XXL,J0371,11,Kurta Set,XXL,Teal,False,In Stock,False,Valid SKU
J0371-SKD-XXXL,J0371,20,Kurta Set,XXXL,Teal,False,In Stock,False,Valid SKU
J0372-SKD-L,J0372,31,Kurta Set,L,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-M,J0372,25,Kurta Set,M,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-S,J0372,39,Kurta Set,S,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-XL,J0372,32,Kurta Set,XL,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-XS,J0372,26,Kurta Set,XS,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-XXL,J0372,22,Kurta Set,XXL,Mustard,False,In Stock,False,Valid SKU
J0372-SKD-XXXL,J0372,26,Kurta Set,XXXL,Mustard,False,In Stock,False,Valid SKU
J0373-KR-L,J0373,5,Kurta,L,Orange,False,Low Stock,False,Valid SKU
