order_line_id,order_id,date,status,fulfilment,sales_channel,ship_service_level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship_city,ship_state,ship_postal_code,ship_country,promotion_ids,b2b,fulfilled_by,amount_missing,promotion_recorded,zero_qty,zero_amount,repeated_order_sku,status_group,customer_type,year,month_number,month_name,year_month,day_name,is_weekend
70233,407-4839112-4759545,2022-05-14,Shipped,Amazon,Amazon.in,Expedited,JNE3739,JNE3739-KR-XL,Kurta,XL,B099FD3RH8,Shipped,1,INR,459.0,PATHANAMTHITTA,KERALA,689503,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
53432,171-1821947-9962715,2022-05-28,Shipped,Amazon,Amazon.in,Expedited,JNE3799,JNE3799-KR-XXL,Kurta,XXL,B09SDYBW5P,Shipped,1,INR,666.0,RANCHI,JHARKHAND,834004,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
71243,408-4380822-7113939,2022-05-14,Shipped,Amazon,Amazon.in,Expedited,SET227,SET227-KR-PP-A-L,Set,L,B08P1DJ2RT,Shipped,1,INR,614.0,JALPAIGURI,WEST BENGAL,735231,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
57420,407-8330335-7889127,2022-05-25,Shipped,Amazon,Amazon.in,Expedited,J0122,J0122-TP-S,Top,S,B08MYM2SRJ,Shipped,1,INR,330.0,PATNA,BIHAR,800001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Wednesday,False
69537,403-9373780-9876336,2022-05-15,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,885.0,MORANHAT,ASSAM,785670,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Sunday,True
45576,405-3367916-4901928,2022-04-03,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-L,Kurta,L,B082W7GVH7,Shipped,1,INR,364.0,SHILLONG,MEGHALAYA,793018,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Sunday,True
43341,406-0227489-6340318,2022-04-04,Cancelled,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XS,Set,XS,B099NM2DMY,Unshipped,1,INR,791.0,BHIWANDI,MAHARASHTRA,421302,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Cancelled,B2C,2022,4,April,2022-04,Monday,False
23281,171-2341878-9531544,2022-04-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3704,JNE3704-KR-S,Kurta,S,B099FD7355,Shipped,1,INR,487.0,KARIMNAGAR,TELANGANA,505001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Return / Rejected,B2C,2022,4,April,2022-04,Saturday,True
34517,402-3423576-2533119,2022-04-10,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654.0,NOIDA,UTTAR PRADESH,201301,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Sunday,True
16213,405-4251087-4261942,2022-04-20,Shipped,Amazon,Amazon.in,Expedited,JNE2305,JNE2305-KR-533-XL,Kurta,XL,B07GRQVB2G,Shipped,1,INR,357.0,KARELI,MADHYA PRADESH,487221,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Wednesday,False
39486,404-0266637-2005133,2022-04-07,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XXL,Set,XXL,B08XQ8MJZG,Cancelled,0,INR,,THANE,MAHARASHTRA,400604,IN,No Promotion Recorded,False,Amazon,True,False,True,False,False,Cancelled,B2C,2022,4,April,2022-04,Thursday,False
19445,402-8590044-8964331,2022-04-19,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-L,Set,L,B09RP8WLNY,Shipped,1,INR,1115.0,MARGHERITA,ASSAM,786181,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,4,April,2022-04,Tuesday,False
120022,404-9911377-7465133,2022-06-07,Shipped,Amazon,Amazon.in,Expedited,JNE3537,JNE3537-KR-XS,Kurta,XS,B08JGZ7P8L,Shipped,1,INR,367.0,COIMBATORE,TAMIL NADU,641002,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Tuesday,False
90923,407-8124328-0005121,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3423,JNE3423-KR-XXL,Kurta,XXL,B081X5N76H,Shipped,1,INR,399.0,DEHRADUN,UTTARAKHAND,248008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Sunday,True
19425,171-6597932-6552346,2022-04-19,Cancelled,Amazon,Amazon.in,Expedited,SET359,SET359-KR-NP-XL,Set,XL,B09RKCLC67,Cancelled,0,INR,,DINANAGAR,PUNJAB,143531,IN,No Promotion Recorded,False,Amazon,True,False,True,False,False,Cancelled,B2C,2022,4,April,2022-04,Tuesday,False
110616,402-2687284-5179538,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,JNE3522,JNE3522-KR-M,Kurta,M,B08W9PXHK5,Shipped,1,INR,325.0,PUNE,MAHARASHTRA,412408,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Monday,False
61560,407-0708242-3021903,2022-05-22,Shipped,Amazon,Amazon.in,Expedited,J0380,J0380-SKD-XXXL,Set,3XL,B09M6VB8C4,Shipped,1,INR,1438.0,HYDERABAD,TELANGANA,500049,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Sunday,True
18528,402-1185629-2277967,2022-04-19,Shipped,Amazon,Amazon.in,Expedited,SET304,SET304-KR-DPT-M,Set,M,B09K3LRFQF,Shipped,1,INR,1186.0,NEW DELHI,DELHI,110059,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Tuesday,False
56702,407-2716395-4485100,2022-05-26,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-S,Set,S,B09QJ577FG,Shipped,1,INR,1438.0,RATNAGIRI,MAHARASHTRA,415612,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-ZE7TVXRI2VMF4,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Return / Rejected,B2C,2022,5,May,2022-05,Thursday,False
82722,408-6949775-6095554,2022-05-05,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-XXL,Kurta,XXL,B08KRYXSYH,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Thursday,False
42963,404-4445603-8187507,2022-04-04,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET144,SET144-KR-NP-XL,Set,XL,B0822SZ9FN,Shipped,1,INR,729.0,DIST. BOKARO,JHARKHAND,829127,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,4,April,2022-04,Monday,False
90823,404-2460358-0809930,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET369,SET369-KR-NP-XXXL,Set,3XL,B09QJMGR7B,Shipped,1,INR,1173.0,NOIDA,UTTAR PRADESH,201301,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant SS-1651121388986,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,5,May,2022-05,Sunday,True
41108,406-7653613-9908367,2022-04-05,Shipped,Amazon,Amazon.in,Expedited,SET252,SET252-KR-PP-S,Set,S,B08TH684BJ,Shipped,1,INR,759.0,MOHALI,PUNJAB,160071,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Tuesday,False
3495,403-2503598-5506718,2022-04-28,Shipped,Amazon,Amazon.in,Expedited,J0395,J0395-DR-M,Western Dress,M,B09SDYXC9W,Shipped,1,INR,859.0,BENGALURU,KARNATAKA,560041,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Thursday,False
29044,408-4482951-1838719,2022-04-13,Shipped,Amazon,Amazon.in,Standard,JNE3567,JNE3567-KR-XXXL,Kurta,3XL,B08KRZK1NB,Shipped,1,INR,0.0,BURDWAN,WEST BENGAL,713104,IN,No Promotion Recorded,False,Amazon,False,False,False,True,False,Shipped / In Process,B2C,2022,4,April,2022-04,Wednesday,False
54210,407-2782865-2457107,2022-05-28,Shipped,Amazon,Amazon.in,Expedited,JNE3703,JNE3703-KR-XXL,Kurta,XXL,B099FDH3P2,Shipped,1,INR,301.0,PUNE,MAHARASHTRA,412307,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
91043,405-5552388-6654764,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,635.0,MUGHALSARAI,UTTAR PRADESH,232101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Saturday,True
76188,406-9997850-0370703,2022-05-09,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXL,Top,XXL,B08N4QTQHW,Shipped,1,INR,529.0,COIMBATORE,TAMIL NADU,641012,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Monday,False
120253,403-5097200-2147516,2022-06-06,Shipped,Amazon,Amazon.in,Expedited,J0285,J0285-SKD-XXL,Set,XXL,B08QGM18YN,Shipped,1,INR,1442.0,NEW DELHI,DELHI,110073,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Monday,False
53605,408-3309991-0392366,2022-05-28,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-XL,Western Dress,XL,B09TH3H2DP,Shipped,1,INR,771.0,LUCKNOW,UTTAR PRADESH,226006,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
89319,171-2331918-5265132,2022-05-01,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0301,J0301-TP-XL,Top,XL,B099S87FTK,Shipped,1,INR,464.0,COIMBATORE,TAMIL NADU,641035,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-B4XD5CKOZFUO6,Amazon PLCC Free-Financing Universal Merchant AAT-WA3O6HTUZGC2M,Amazon PLCC Free-Financing Universal Merchant AAT-W3JULHH3DUCAC,Amazon PLCC Free-Financing Universal Merchant AAT-R24EXPJ2OZUEK,Amazon PLCC Free-Financing Universal Merchant AAT-A6EVSKTLHUNI4,Amazon PLCC Free-Financing Universal Merchant AAT-56V5XGGAEKQWC,Amazon PLCC Free-Financing Universal Merchant AAT-V35YNZJGNRNUQ,Amazon PLCC Free-Financing Universal Merchant AAT-JKICCRTK4FJLC,Amazon PLCC Free-Financing Universal Merchant AAT-IW7FKCNMUEENG,Amazon PLCC Free-Financing Universal Merchant AAT-GGYFSBBAGFEHC,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False,True,False,False,False,Return / Rejected,B2C,2022,5,May,2022-05,Sunday,True
127089,407-7210287-0117953,2022-06-02,Shipped,Amazon,Amazon.in,Expedited,SET217,SET217-KR-PP-M,Set,M,B089B19HGM,Shipped,1,INR,786.0,BENGALURU,KARNATAKA,560060,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Thursday,False
25615,405-0561563-0826761,2022-04-15,Shipped,Amazon,Amazon.in,Expedited,JNE3470,JNE3470-KR-XXXL,Kurta,3XL,B08W9LL6J6,Shipped,1,INR,329.0,JALPAIGURI,WEST BENGAL,734008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Friday,False
78988,407-9511643-6150768,2022-05-07,Cancelled,Amazon,Amazon.in,Expedited,SET295,SET295-KR-NP-XXXL,Set,3XL,B09PN3GVMZ,Cancelled,0,INR,,ALAPPUZHA,KERALA,688001,IN,No Promotion Recorded,False,Amazon,True,False,True,False,False,Cancelled,B2C,2022,5,May,2022-05,Saturday,True
66110,405-0496851-3475533,2022-05-18,Shipped,Amazon,Amazon.in,Expedited,J0033,J0033-KR-XXXL,Kurta,3XL,B089G2TLQ6,Shipped,1,INR,399.0,CHENNAI,TAMIL NADU,600001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Wednesday,False
105846,407-4320419-5521967,2022-06-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1163.0,ABOHAR,PUNJAB,152116,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-NT3ZJJGQ3JK3Q,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-6JADQ56W3E2NG,Amazon PLCC Free-Financing Universal Merchant AAT-6XVEGAWJUJYXG,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-UFLF7REZCVI6S,Amazon PLCC Free-Financing Universal Merchant AAT-FWPGXKVNNXVAW,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False,True,False,False,False,Delivered,B2C,2022,6,June,2022-06,Friday,False
100014,404-6214843-4433917,2022-06-21,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-M,Western Dress,M,B09831XC46,Shipped,1,INR,1294.0,HYDERABAD,TELANGANA,500075,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Tuesday,False
61842,407-1210241-7611524,2022-05-21,Shipped,Amazon,Amazon.in,Expedited,J0117,J0117-TP-M,Top,M,B08N4TGTRV,Shipped,1,INR,545.0,LEH,LADAKH,194101,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Saturday,True
26648,408-7287820-7849900,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,Kurta,L,B081WSCKPQ,Shipped,1,INR,399.0,HYDERABAD,TELANGANA,500084,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Thursday,False
24677,402-5232666-3625905,2022-04-15,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-S,Kurta,S,B099FC7FSQ,Shipped,1,INR,406.0,PUDUPAKKAM,TAMIL NADU,603103,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,Amazon,False,True,False,False,False,Shipped / In Process,B2C,2022,4,April,2022-04,Friday,False
81637,404-8989453-3101111,2022-05-05,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-XXXL,Set,3XL,B09HMWRQP1,Shipped,1,INR,545.0,MUMBAI,MAHARASHTRA,400067,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Thursday,False
77051,171-1128184-5445962,2022-05-09,Shipped,Amazon,Amazon.in,Expedited,JNE3611,JNE3611-KR-L,Kurta,L,B08XVQMSJV,Shipped,1,INR,469.0,WARANGAL,TELANGANA,506002,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,5,May,2022-05,Monday,False
124781,405-3363897-9577903,2022-06-03,Shipped,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XXL,Kurta,XXL,B091Q97C9S,Shipped,1,INR,301.0,KOLKATA,WEST BENGAL,700090,IN,No Promotion Recorded,False,Amazon,False,False,False,False,False,Shipped / In Process,B2C,2022,6,June,2022-06,Friday,False
